filename,NOSE_x,NOSE_yNOSE_score,LEFT_EYE_x,LEFT_EYE_yLEFT_EYE_score,RIGHT_EYE_x,RIGHT_EYE_yRIGHT_EYE_score,LEFT_EAR_x,LEFT_EAR_yLEFT_EAR_score,RIGHT_EAR_x,RIGHT_EAR_yRIGHT_EAR_score,LEFT_SHOULDER_x,LEFT_SHOULDER_yLEFT_SHOULDER_score,RIGHT_SHOULDER_x,RIGHT_SHOULDER_yRIGHT_SHOULDER_score,LEFT_ELBOW_x,LEFT_ELBOW_yLEFT_ELBOW_score,RIGHT_ELBOW_x,RIGHT_ELBOW_yRIGHT_ELBOW_score,LEFT_WRIST_x,LEFT_WRIST_yLEFT_WRIST_score,RIGHT_WRIST_x,RIGHT_WRIST_yRIGHT_WRIST_score,LEFT_HIP_x,LEFT_HIP_yLEFT_HIP_score,RIGHT_HIP_x,RIGHT_HIP_yRIGHT_HIP_score,LEFT_KNEE_x,LEFT_KNEE_yLEFT_KNEE_score,RIGHT_KNEE_x,RIGHT_KNEE_yRIGHT_KNEE_score,LEFT_ANKLE_x,LEFT_ANKLE_yLEFT_ANKLE_score,RIGHT_ANKLE_x,RIGHT_ANKLE_yRIGHT_ANKLE_score,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,pose_no,pose_name
"hip/tf.Tensor(
[[[237 241 240]
  [237 241 240]
  [237 241 240]
  ...
  [253 255 244]
  [253 255 244]
  [253 255 244]]

 [[237 241 240]
  [237 241 240]
  [237 241 240]
  ...
  [253 255 244]
  [253 255 244]
  [253 255 244]]

 [[237 242 238]
  [237 242 238]
  [237 241 240]
  ...
  [253 255 244]
  [253 255 244]
  [253 255 244]]

 ...

 [[187 197 198]
  [187 197 198]
  [187 197 198]
  ...
  [162 145 135]
  [174 156 144]
  [186 168 156]]

 [[187 197 198]
  [187 197 198]
  [187 197 198]
  ...
  [162 145 135]
  [167 149 139]
  [176 156 147]]

 [[187 197 198]
  [187 197 198]
  [187 197 198]
  ...
  [171 154 144]
  [167 147 138]
  [164 144 135]]], shape=(1280, 720, 3), dtype=uint8)",357.0,333.0,0.7083693,365.0,315.0,0.44881105,335.0,314.0,0.5873457,360.0,326.0,0.62330246,298.0,326.0,0.5477189,407.0,428.0,0.86516553,238.0,412.0,0.8408302,460.0,533.0,0.7057419,137.0,510.0,0.7347575,399.0,589.0,0.57052666,240.0,592.0,0.6644025,373.0,654.0,0.85250473,283.0,647.0,0.8532813,366.0,873.0,0.8389964,267.0,883.0,0.78789026,369.0,1064.0,0.7648492,253.0,1119.0,0.67545027,0,hip
"hip/tf.Tensor(
[[[237 241 240]
  [237 241 240]
  [237 241 240]
  ...
  [253 255 244]
  [253 255 244]
  [253 255 244]]

 [[237 241 240]
  [237 241 240]
  [237 241 240]
  ...
  [253 255 244]
  [253 255 244]
  [253 255 244]]

 [[237 242 238]
  [237 242 238]
  [237 241 240]
  ...
  [253 255 244]
  [253 255 244]
  [253 255 244]]

 ...

 [[187 197 198]
  [187 197 198]
  [187 197 198]
  ...
  [162 145 135]
  [174 156 144]
  [186 168 156]]

 [[187 197 198]
  [187 197 198]
  [187 197 198]
  ...
  [162 145 135]
  [167 149 139]
  [176 156 147]]

 [[187 197 198]
  [187 197 198]
  [187 197 198]
  ...
  [171 154 144]
  [167 147 138]
  [164 144 135]]], shape=(1280, 720, 3), dtype=uint8)",357.0,333.0,0.7032697,365.0,315.0,0.6139041,335.0,314.0,0.5811338,360.0,326.0,0.6182698,298.0,326.0,0.5494789,407.0,428.0,0.8640765,238.0,412.0,0.8407964,460.0,533.0,0.7022584,137.0,510.0,0.73474455,399.0,589.0,0.56565094,240.0,592.0,0.6676681,373.0,654.0,0.85203105,284.0,647.0,0.8533877,366.0,873.0,0.8375558,267.0,883.0,0.788849,369.0,1064.0,0.76361126,253.0,1119.0,0.6778052,0,hip
"hip/tf.Tensor(
[[[237 241 240]
  [237 241 240]
  [237 241 240]
  ...
  [253 255 244]
  [253 255 244]
  [253 255 244]]

 [[237 241 240]
  [237 241 240]
  [237 241 240]
  ...
  [253 255 244]
  [253 255 244]
  [253 255 244]]

 [[237 242 238]
  [237 242 238]
  [237 241 240]
  ...
  [253 255 244]
  [253 255 244]
  [253 255 244]]

 ...

 [[187 197 198]
  [187 197 198]
  [187 197 198]
  ...
  [162 145 135]
  [174 156 144]
  [186 168 156]]

 [[187 197 198]
  [187 197 198]
  [187 197 198]
  ...
  [162 145 135]
  [167 149 139]
  [176 156 147]]

 [[187 197 198]
  [187 197 198]
  [187 197 198]
  ...
  [171 154 144]
  [167 147 138]
  [164 144 135]]], shape=(1280, 720, 3), dtype=uint8)",357.0,333.0,0.70114785,365.0,315.0,0.6109632,336.0,314.0,0.58062553,360.0,326.0,0.61904293,298.0,326.0,0.5503833,407.0,428.0,0.86288476,238.0,412.0,0.8419484,461.0,533.0,0.7026403,137.0,510.0,0.7348875,399.0,589.0,0.57128906,240.0,592.0,0.6682433,373.0,653.0,0.85561,284.0,647.0,0.8544502,366.0,873.0,0.8373335,267.0,882.0,0.78499925,369.0,1064.0,0.7640799,252.0,1119.0,0.67760515,0,hip
"hip/tf.Tensor(
[[[237 241 240]
  [237 241 240]
  [237 241 240]
  ...
  [253 255 244]
  [253 255 244]
  [253 255 244]]

 [[237 241 240]
  [237 241 240]
  [237 241 240]
  ...
  [253 255 244]
  [253 255 244]
  [253 255 244]]

 [[237 242 238]
  [237 242 238]
  [237 241 240]
  ...
  [253 255 244]
  [253 255 244]
  [253 255 244]]

 ...

 [[187 197 198]
  [187 197 198]
  [187 197 198]
  ...
  [162 145 135]
  [174 156 144]
  [186 168 156]]

 [[187 197 198]
  [187 197 198]
  [187 197 198]
  ...
  [162 145 135]
  [167 149 139]
  [176 156 147]]

 [[187 197 198]
  [187 197 198]
  [187 197 198]
  ...
  [171 154 144]
  [167 147 138]
  [164 144 135]]], shape=(1280, 720, 3), dtype=uint8)",357.0,333.0,0.69796073,365.0,315.0,0.61601114,336.0,314.0,0.5809298,360.0,326.0,0.6187948,298.0,326.0,0.549487,407.0,428.0,0.8623146,238.0,412.0,0.8417482,461.0,533.0,0.7006853,137.0,510.0,0.73367107,399.0,589.0,0.5649849,239.0,592.0,0.666224,373.0,653.0,0.8561537,284.0,647.0,0.85513335,366.0,874.0,0.8360417,267.0,882.0,0.78507775,369.0,1064.0,0.7642858,252.0,1119.0,0.6786785,0,hip
"hip/tf.Tensor(
[[[237 241 240]
  [237 241 240]
  [237 241 240]
  ...
  [253 255 244]
  [253 255 244]
  [253 255 244]]

 [[237 241 240]
  [237 241 240]
  [237 241 240]
  ...
  [253 255 244]
  [253 255 244]
  [253 255 244]]

 [[237 242 238]
  [237 242 238]
  [237 241 240]
  ...
  [253 255 244]
  [253 255 244]
  [253 255 244]]

 ...

 [[187 197 198]
  [187 197 198]
  [187 197 198]
  ...
  [162 145 135]
  [174 156 144]
  [186 168 156]]

 [[187 197 198]
  [187 197 198]
  [187 197 198]
  ...
  [162 145 135]
  [167 149 139]
  [176 156 147]]

 [[187 197 198]
  [187 197 198]
  [187 197 198]
  ...
  [171 154 144]
  [167 147 138]
  [164 144 135]]], shape=(1280, 720, 3), dtype=uint8)",357.0,333.0,0.69569886,365.0,315.0,0.61783516,336.0,314.0,0.58000106,360.0,326.0,0.61754084,298.0,326.0,0.54955375,406.0,428.0,0.8602761,238.0,412.0,0.84184,461.0,532.0,0.7012559,137.0,510.0,0.7341367,400.0,589.0,0.5628294,239.0,592.0,0.66521144,373.0,653.0,0.8551542,284.0,647.0,0.8551513,366.0,874.0,0.83711755,267.0,883.0,0.78604424,369.0,1064.0,0.7643988,252.0,1119.0,0.6758809,0,hip
"hip/tf.Tensor(
[[[228 230 229]
  [239 241 240]
  [235 237 236]
  ...
  [254 250 238]
  [254 250 238]
  [254 250 238]]

 [[239 241 240]
  [238 240 239]
  [234 236 235]
  ...
  [254 250 238]
  [254 250 238]
  [254 250 238]]

 [[236 238 237]
  [233 235 234]
  [245 245 245]
  ...
  [254 250 238]
  [254 250 238]
  [254 250 238]]

 ...

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [150 143 133]
  [155 146 137]
  [161 152 143]]

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [154 148 136]
  [151 145 133]
  [153 147 135]]

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [158 154 142]
  [152 146 134]
  [150 144 132]]], shape=(1280, 720, 3), dtype=uint8)",306.0,324.0,0.76775694,322.0,309.0,0.73493063,285.0,310.0,0.74335814,343.0,328.0,0.7317952,268.0,332.0,0.8235252,384.0,412.0,0.74321437,232.0,420.0,0.84795535,491.0,515.0,0.86104834,128.0,525.0,0.80895704,401.0,599.0,0.54703987,218.0,587.0,0.5241738,361.0,648.0,0.8828197,268.0,646.0,0.885025,368.0,884.0,0.77272403,254.0,878.0,0.88578963,371.0,1085.0,0.800399,238.0,1100.0,0.85709006,0,hip
"hip/tf.Tensor(
[[[236 238 237]
  [236 238 237]
  [234 238 237]
  ...
  [254 250 238]
  [254 250 238]
  [254 250 238]]

 [[235 237 236]
  [235 237 236]
  [233 237 236]
  ...
  [254 250 238]
  [254 250 238]
  [254 250 238]]

 [[235 237 236]
  [235 237 236]
  [233 237 236]
  ...
  [254 250 238]
  [254 250 238]
  [254 250 238]]

 ...

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [150 143 133]
  [155 146 137]
  [161 152 143]]

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [154 148 136]
  [151 145 133]
  [153 147 135]]

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [158 154 142]
  [152 146 134]
  [150 144 132]]], shape=(1280, 720, 3), dtype=uint8)",306.0,324.0,0.7644938,322.0,309.0,0.73763597,285.0,310.0,0.7452688,343.0,327.0,0.72115564,268.0,332.0,0.8245089,384.0,411.0,0.7359506,232.0,419.0,0.84650636,491.0,515.0,0.86180174,128.0,525.0,0.8109814,401.0,599.0,0.5397093,218.0,587.0,0.511876,361.0,647.0,0.88720953,268.0,645.0,0.88490754,368.0,883.0,0.78692627,254.0,878.0,0.8871898,371.0,1085.0,0.80954015,238.0,1100.0,0.8579899,0,hip
"hip/tf.Tensor(
[[[236 238 237]
  [236 238 237]
  [234 238 237]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 [[235 237 236]
  [235 237 236]
  [233 237 236]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 [[235 237 236]
  [235 237 236]
  [233 237 236]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 ...

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [150 143 133]
  [155 146 137]
  [161 152 143]]

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [154 148 136]
  [151 145 133]
  [153 147 135]]

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [158 154 142]
  [152 146 134]
  [150 144 132]]], shape=(1280, 720, 3), dtype=uint8)",306.0,324.0,0.769205,322.0,309.0,0.74173284,285.0,310.0,0.75263876,343.0,328.0,0.7223016,268.0,332.0,0.8239293,384.0,411.0,0.73176634,232.0,419.0,0.8501748,491.0,515.0,0.8609193,128.0,525.0,0.80553234,401.0,599.0,0.5438149,218.0,587.0,0.5178151,361.0,647.0,0.8879233,267.0,644.0,0.8843251,368.0,884.0,0.78259546,254.0,878.0,0.88591295,371.0,1085.0,0.81066763,238.0,1100.0,0.8537615,0,hip
"hip/tf.Tensor(
[[[236 238 237]
  [236 238 237]
  [234 238 237]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 [[236 238 237]
  [236 238 237]
  [234 238 237]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 [[233 237 236]
  [233 237 236]
  [233 237 236]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 ...

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [150 143 133]
  [155 146 137]
  [161 152 143]]

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [154 148 136]
  [151 145 133]
  [153 147 135]]

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [158 154 142]
  [152 146 134]
  [150 144 132]]], shape=(1280, 720, 3), dtype=uint8)",307.0,324.0,0.77575594,322.0,309.0,0.74313205,285.0,310.0,0.750693,343.0,327.0,0.71951973,268.0,332.0,0.8264432,384.0,411.0,0.7296917,232.0,419.0,0.84680605,491.0,515.0,0.86231005,128.0,525.0,0.80521446,401.0,599.0,0.5495008,219.0,587.0,0.53133553,361.0,647.0,0.88688403,267.0,645.0,0.88406307,368.0,884.0,0.77921045,254.0,879.0,0.8830372,371.0,1084.0,0.81523114,238.0,1100.0,0.85416394,0,hip
"hip/tf.Tensor(
[[[234 238 237]
  [233 237 236]
  [233 237 236]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 [[234 238 237]
  [233 237 236]
  [233 237 236]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 [[232 238 236]
  [232 238 236]
  [232 238 236]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 ...

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [150 143 133]
  [155 146 137]
  [161 152 143]]

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [154 148 136]
  [151 145 133]
  [153 147 135]]

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [158 154 142]
  [152 146 134]
  [150 144 132]]], shape=(1280, 720, 3), dtype=uint8)",307.0,325.0,0.78844416,322.0,309.0,0.7404286,285.0,311.0,0.7459012,343.0,328.0,0.7173604,269.0,333.0,0.8301799,384.0,411.0,0.72825944,232.0,419.0,0.84908414,491.0,515.0,0.8586252,128.0,525.0,0.80526006,401.0,599.0,0.5502646,219.0,587.0,0.5359663,361.0,647.0,0.88762116,267.0,645.0,0.8846377,368.0,884.0,0.7789136,254.0,879.0,0.8770656,372.0,1084.0,0.8189667,238.0,1098.0,0.6094899,0,hip
"hip/tf.Tensor(
[[[236 238 237]
  [235 237 236]
  [234 238 237]
  ...
  [255 249 239]
  [255 249 239]
  [255 249 239]]

 [[236 238 237]
  [235 237 236]
  [233 237 236]
  ...
  [255 249 239]
  [255 249 239]
  [255 249 239]]

 [[234 238 237]
  [233 237 236]
  [233 237 236]
  ...
  [255 249 239]
  [255 249 239]
  [255 249 239]]

 ...

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [151 142 133]
  [156 147 138]
  [162 153 144]]

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [154 148 136]
  [151 145 133]
  [153 147 135]]

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [158 154 142]
  [152 146 134]
  [150 144 132]]], shape=(1280, 720, 3), dtype=uint8)",308.0,325.0,0.8066703,323.0,310.0,0.75290334,285.0,311.0,0.74569225,343.0,328.0,0.72681916,269.0,333.0,0.83305955,384.0,411.0,0.7387196,232.0,420.0,0.8488736,491.0,515.0,0.85295737,127.0,525.0,0.80592984,401.0,598.0,0.5628348,219.0,587.0,0.5616828,361.0,648.0,0.8863372,268.0,646.0,0.883641,369.0,884.0,0.78551114,254.0,879.0,0.8702504,372.0,1083.0,0.8186875,238.0,1100.0,0.84723985,0,hip
"hip/tf.Tensor(
[[[235 237 232]
  [236 238 233]
  [234 239 233]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 [[235 237 232]
  [235 237 232]
  [234 239 233]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 [[233 238 232]
  [233 238 232]
  [233 238 232]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 ...

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [152 143 134]
  [156 147 138]
  [162 153 144]]

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [153 147 135]
  [153 147 135]
  [156 150 138]]

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [156 152 140]
  [151 145 133]
  [148 142 130]]], shape=(1280, 720, 3), dtype=uint8)",308.0,326.0,0.8078892,323.0,311.0,0.7567018,285.0,312.0,0.736184,343.0,329.0,0.73151773,268.0,334.0,0.83401257,384.0,411.0,0.73960274,232.0,420.0,0.84891725,492.0,515.0,0.85232735,127.0,525.0,0.808087,401.0,598.0,0.5588372,219.0,587.0,0.5582249,361.0,648.0,0.88116467,267.0,647.0,0.88023233,368.0,884.0,0.7853045,253.0,880.0,0.8639298,371.0,1082.0,0.8239111,238.0,1100.0,0.84372807,0,hip
"hip/tf.Tensor(
[[[235 237 232]
  [236 238 233]
  [234 239 233]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 [[235 237 232]
  [235 237 232]
  [234 239 233]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 [[233 238 232]
  [233 238 232]
  [233 238 232]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 ...

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [151 142 133]
  [156 147 138]
  [162 153 144]]

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [153 147 135]
  [151 145 133]
  [154 148 136]]

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [156 152 140]
  [151 145 133]
  [150 144 132]]], shape=(1280, 720, 3), dtype=uint8)",308.0,326.0,0.8092917,323.0,311.0,0.755682,286.0,312.0,0.73190856,343.0,329.0,0.7330954,269.0,334.0,0.8345442,384.0,411.0,0.74143636,232.0,419.0,0.8497377,491.0,515.0,0.8478473,128.0,526.0,0.8117943,400.0,598.0,0.57638717,220.0,588.0,0.5697869,361.0,648.0,0.8786156,267.0,647.0,0.8772634,369.0,884.0,0.7903644,253.0,880.0,0.8616855,371.0,1082.0,0.8187018,238.0,1101.0,0.83768904,0,hip
"hip/tf.Tensor(
[[[232 238 234]
  [231 237 233]
  [233 238 234]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 [[232 238 234]
  [231 237 233]
  [233 238 234]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 [[232 238 234]
  [231 237 233]
  [233 238 234]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 ...

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [152 143 134]
  [158 149 140]
  [162 153 144]]

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [152 146 134]
  [152 146 134]
  [154 148 136]]

 [[189 195 193]
  [189 195 193]
  [189 195 193]
  ...
  [154 150 138]
  [149 143 131]
  [148 142 130]]], shape=(1280, 720, 3), dtype=uint8)",308.0,326.0,0.8056656,323.0,311.0,0.75627756,285.0,312.0,0.7387519,343.0,329.0,0.73301446,269.0,334.0,0.8333658,384.0,411.0,0.7358912,232.0,419.0,0.8496418,491.0,515.0,0.84928447,128.0,525.0,0.8058115,400.0,599.0,0.58049107,220.0,588.0,0.5870618,361.0,650.0,0.8736479,267.0,648.0,0.875894,369.0,884.0,0.78850496,253.0,880.0,0.8632265,371.0,1082.0,0.82152796,238.0,1101.0,0.84210724,0,hip
"hip/tf.Tensor(
[[[232 238 234]
  [231 237 233]
  [233 238 234]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 [[232 238 234]
  [231 237 233]
  [233 238 234]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 [[232 238 234]
  [231 237 233]
  [233 238 234]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 ...

 [[188 194 190]
  [188 194 190]
  [188 194 190]
  ...
  [152 143 134]
  [158 149 140]
  [162 153 144]]

 [[188 194 190]
  [188 194 190]
  [188 194 190]
  ...
  [152 145 137]
  [152 145 137]
  [154 147 139]]

 [[188 194 190]
  [188 194 190]
  [188 194 190]
  ...
  [154 150 141]
  [149 142 134]
  [148 141 133]]], shape=(1280, 720, 3), dtype=uint8)",307.0,326.0,0.80610955,323.0,311.0,0.7484171,285.0,312.0,0.72547007,343.0,329.0,0.7320249,269.0,334.0,0.83425486,384.0,412.0,0.74951696,232.0,419.0,0.8431129,490.0,513.0,0.7167701,129.0,525.0,0.799516,400.0,598.0,0.5633079,220.0,588.0,0.60419303,361.0,647.0,0.88634235,267.0,646.0,0.8808837,369.0,883.0,0.79816926,254.0,880.0,0.8620637,371.0,1083.0,0.82142705,238.0,1099.0,0.6021296,0,hip
"hip/tf.Tensor(
[[[232 238 234]
  [231 237 233]
  [233 238 234]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 [[232 238 234]
  [231 237 233]
  [233 238 234]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 [[232 238 234]
  [231 237 233]
  [233 238 234]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 ...

 [[188 194 190]
  [188 194 190]
  [188 194 190]
  ...
  [152 143 134]
  [158 149 140]
  [162 153 144]]

 [[188 194 190]
  [188 194 190]
  [188 194 190]
  ...
  [152 145 137]
  [152 145 137]
  [154 147 139]]

 [[188 194 190]
  [188 194 190]
  [188 194 190]
  ...
  [154 150 141]
  [149 142 134]
  [148 141 133]]], shape=(1280, 720, 3), dtype=uint8)",308.0,326.0,0.8066036,323.0,311.0,0.7521039,286.0,312.0,0.7219355,343.0,329.0,0.7346403,269.0,334.0,0.8349003,384.0,412.0,0.7558713,232.0,419.0,0.8355368,490.0,514.0,0.7200526,133.0,520.0,0.5647904,400.0,598.0,0.5744922,221.0,589.0,0.615995,361.0,647.0,0.8870668,267.0,646.0,0.8796024,369.0,883.0,0.80468684,254.0,879.0,0.8668233,371.0,1082.0,0.8265673,238.0,1099.0,0.60483587,0,hip
"hip/tf.Tensor(
[[[232 238 234]
  [231 237 233]
  [233 238 234]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 [[232 238 234]
  [231 237 233]
  [233 238 234]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 [[232 238 234]
  [231 237 233]
  [233 238 234]
  ...
  [255 250 238]
  [255 250 238]
  [255 250 238]]

 ...

 [[188 195 188]
  [188 195 188]
  [188 195 188]
  ...
  [152 143 134]
  [158 149 140]
  [162 153 144]]

 [[188 195 188]
  [188 195 188]
  [188 195 188]
  ...
  [152 145 137]
  [152 145 137]
  [154 147 139]]

 [[188 195 188]
  [188 195 188]
  [188 195 188]
  ...
  [154 150 141]
  [149 142 134]
  [148 141 133]]], shape=(1280, 720, 3), dtype=uint8)",308.0,326.0,0.8070917,323.0,311.0,0.75456715,286.0,312.0,0.72428143,343.0,329.0,0.72942346,269.0,334.0,0.8369287,383.0,412.0,0.7523814,232.0,419.0,0.83201796,490.0,513.0,0.7204727,133.0,520.0,0.5655879,401.0,598.0,0.56839836,220.0,589.0,0.61584747,361.0,647.0,0.885696,267.0,646.0,0.8798407,369.0,883.0,0.8045609,254.0,879.0,0.8646938,371.0,1081.0,0.8312831,237.0,1098.0,0.62539923,0,hip
"hip/tf.Tensor(
[[[232 238 234]
  [231 237 233]
  [233 238 234]
  ...
  [254 251 236]
  [254 251 236]
  [254 251 236]]

 [[232 238 234]
  [231 237 233]
  [233 238 234]
  ...
  [254 251 236]
  [254 251 236]
  [254 251 236]]

 [[232 238 234]
  [231 237 233]
  [233 238 234]
  ...
  [254 251 236]
  [254 251 236]
  [254 251 236]]

 ...

 [[188 195 188]
  [188 195 188]
  [188 195 188]
  ...
  [152 143 134]
  [158 149 140]
  [162 153 144]]

 [[188 195 188]
  [188 195 188]
  [188 195 188]
  ...
  [152 145 137]
  [152 145 137]
  [154 147 139]]

 [[188 195 188]
  [188 195 188]
  [188 195 188]
  ...
  [154 150 141]
  [149 142 134]
  [148 141 133]]], shape=(1280, 720, 3), dtype=uint8)",308.0,326.0,0.808729,323.0,311.0,0.75991285,286.0,312.0,0.73243886,343.0,329.0,0.71693784,268.0,334.0,0.83542544,383.0,412.0,0.7466133,232.0,418.0,0.8236532,490.0,513.0,0.72097945,134.0,520.0,0.57220036,400.0,598.0,0.5715872,220.0,589.0,0.62418604,361.0,645.0,0.8825227,266.0,644.0,0.88060224,370.0,883.0,0.8081409,254.0,878.0,0.8721316,372.0,1082.0,0.82889795,237.0,1099.0,0.61760044,0,hip
"hip/tf.Tensor(
[[[232 239 232]
  [231 238 231]
  [233 238 232]
  ...
  [254 251 236]
  [254 251 236]
  [254 251 236]]

 [[232 239 232]
  [231 238 231]
  [233 238 232]
  ...
  [254 251 236]
  [254 251 236]
  [254 251 236]]

 [[232 239 232]
  [231 238 231]
  [233 238 232]
  ...
  [254 251 236]
  [254 251 236]
  [254 251 236]]

 ...

 [[188 195 188]
  [188 195 188]
  [188 195 188]
  ...
  [154 145 136]
  [159 150 141]
  [163 154 145]]

 [[188 195 188]
  [188 195 188]
  [188 195 188]
  ...
  [154 147 139]
  [153 146 138]
  [155 148 140]]

 [[188 195 188]
  [188 195 188]
  [188 195 188]
  ...
  [156 152 143]
  [152 145 137]
  [150 143 135]]], shape=(1280, 720, 3), dtype=uint8)",308.0,326.0,0.81106335,323.0,311.0,0.76370525,286.0,312.0,0.72842526,343.0,329.0,0.7155514,268.0,334.0,0.8343318,384.0,412.0,0.74685895,232.0,418.0,0.8212037,490.0,514.0,0.7166058,134.0,520.0,0.564901,400.0,599.0,0.5850743,221.0,590.0,0.6276424,360.0,645.0,0.8831878,266.0,644.0,0.8802935,370.0,883.0,0.8099191,254.0,879.0,0.8711437,372.0,1083.0,0.8255443,237.0,1101.0,0.84852856,0,hip
"hip/tf.Tensor(
[[[232 239 232]
  [231 238 231]
  [233 238 232]
  ...
  [254 251 236]
  [254 251 236]
  [254 251 236]]

 [[232 239 232]
  [231 238 231]
  [233 238 232]
  ...
  [254 251 236]
  [254 251 236]
  [254 251 236]]

 [[232 239 232]
  [231 238 231]
  [233 238 232]
  ...
  [254 251 236]
  [254 251 236]
  [254 251 236]]

 ...

 [[188 195 188]
  [188 195 188]
  [188 195 188]
  ...
  [155 146 137]
  [160 151 142]
  [165 156 147]]

 [[188 195 188]
  [188 195 188]
  [188 195 188]
  ...
  [155 148 140]
  [154 147 139]
  [156 149 141]]

 [[188 195 188]
  [188 195 188]
  [188 195 188]
  ...
  [157 153 144]
  [154 147 139]
  [151 144 136]]], shape=(1280, 720, 3), dtype=uint8)",309.0,327.0,0.8153942,324.0,312.0,0.771683,286.0,313.0,0.72711307,343.0,329.0,0.7252399,269.0,334.0,0.83411646,384.0,411.0,0.7375192,232.0,418.0,0.8171702,490.0,514.0,0.7182685,134.0,520.0,0.5582571,400.0,599.0,0.5854069,221.0,591.0,0.6289699,361.0,646.0,0.88420975,266.0,644.0,0.87996614,370.0,883.0,0.8057357,254.0,879.0,0.8743023,372.0,1083.0,0.82799405,238.0,1099.0,0.60623795,0,hip
